"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.773331250E0,1.892065430E-1,9.434580688E0,2.551144867E0
1.783355250E0,2.344125366E-1,9.499695282E0,2.622696075E0
1.793379250E0,2.062710571E-1,9.533524933E0,2.605481873E0
1.803403250E0,2.076182556E-1,9.503437500E0,2.556084595E0
1.813427250E0,2.001338196E-1,9.479337616E0,2.510579224E0
1.823450250E0,1.483415222E-1,9.491163025E0,2.486629028E0
1.833474250E0,1.619631958E-1,9.512718201E0,2.496658173E0
1.843498250E0,1.612147522E-1,9.500743103E0,2.502346344E0
1.853522250E0,1.793270874E-1,9.473050690E0,2.486479340E0
1.863546250E0,1.619631958E-1,9.464668121E0,2.493215332E0
1.873570250E0,1.657054138E-1,9.462722168E0,2.500999146E0
1.883594250E0,2.174977112E-1,9.512269135E0,2.519111481E0
1.893618250E0,2.234852600E-1,9.547745361E0,2.533631287E0
1.903642250E0,1.821711731E-1,9.533524933E0,2.513423309E0
1.913666250E0,1.860630798E-1,9.494755554E0,2.500699768E0
1.923689250E0,1.529818726E-1,9.497749329E0,2.494562531E0
1.933713250E0,1.139131165E-1,9.460177460E0,2.454895020E0
1.943737250E0,1.309776306E-1,9.469009094E0,2.467917938E0
1.953761250E0,1.257385254E-1,9.499096527E0,2.473905487E0
1.963785250E0,1.688488770E-1,9.539362793E0,2.509980469E0
1.973809250E0,1.959425354E-1,9.512418823E0,2.536924438E0
1.983833250E0,2.492317200E-1,9.498048706E0,2.541864166E0
1.993857250E0,2.971321106E-1,9.451794891E0,2.549049225E0
2.003881250E0,2.384541321E-1,9.424850922E0,2.562670898E0
2.013905250E0,1.794767761E-1,9.448801117E0,2.597398682E0
2.023929250E0,1.636097717E-1,9.486672363E0,2.647095337E0
2.033952250E0,1.454974365E-1,9.492959290E0,2.623893585E0
2.043976250E0,1.188528442E-1,9.467512207E0,2.572999420E0
2.054000250E0,1.074765015E-1,9.429341583E0,2.522853699E0
2.064024250E0,8.622070312E-2,9.403295746E0,2.493215332E0
2.074048250E0,4.984634399E-2,9.434281311E0,2.508333893E0
2.084072250E0,6.107299805E-2,9.477990417E0,2.584824829E0
2.094096250E0,1.294807434E-1,9.466913452E0,2.646945648E0
2.104120250E0,1.957928467E-1,9.448202362E0,2.726580048E0
2.114144250E0,2.079176331E-1,9.394015045E0,2.702480164E0
2.124168250E0,1.823208618E-1,9.369316406E0,2.702629852E0
2.134191250E0,1.164578247E-1,9.354946289E0,2.698288879E0
2.144215250E0,1.104702759E-1,9.362430725E0,2.665956116E0
2.154239250E0,1.191522217E-1,9.421108704E0,2.636916504E0
2.164263250E0,1.456471252E-1,9.460177460E0,2.647843781E0
2.174287250E0,1.666035461E-1,9.479337616E0,2.664459229E0
2.184311250E0,1.540296936E-1,9.471553802E0,2.700683899E0
2.194335250E0,1.010398865E-1,9.458680573E0,2.693349152E0
2.204359250E0,5.718109131E-2,9.424551544E0,2.632874908E0
2.214383250E0,8.337661743E-2,9.391470337E0,2.594105530E0
2.224407250E0,1.014889526E-1,9.402397614E0,2.612966309E0
2.234431250E0,1.505868530E-1,9.410181427E0,2.612966309E0
2.244454250E0,8.771759033E-2,9.414672089E0,2.614463196E0
2.254478250E0,1.031355286E-1,9.451046448E0,2.623294830E0
2.264502250E0,1.884580994E-1,9.491462402E0,2.679877167E0
2.274526250E0,2.456391907E-1,9.477691040E0,2.691702576E0
2.284550250E0,3.074606323E-1,9.407187653E0,2.612517242E0
2.294574250E0,3.088078308E-1,9.318721619E0,2.552492065E0
2.304598250E0,2.101629639E-1,9.361532593E0,2.589764557E0
2.314622250E0,1.501377869E-1,9.430389404E0,2.628384247E0
2.324646250E0,1.288819885E-1,9.463769989E0,2.668800201E0
2.334670250E0,1.398092651E-1,9.472002869E0,2.674188995E0
2.344694250E0,1.839674377E-1,9.458680573E0,2.667003937E0
2.354717250E0,2.249821472E-1,9.411079559E0,2.654579773E0
2.364741250E0,2.222877502E-1,9.400451660E0,2.631677399E0
2.374765250E0,2.658471680E-1,9.414223022E0,2.644251251E0
